reactant_smi,product_smi
C1=CC=CC=2C3=CC=CC=C3C(C12)COC(N(CC1=CC=C(C=C1)C=C)CCCCCCN(C(=O)OCC1C2=CC=CC=C2C=2C=CC=CC12)CC(OCC)OCC)=O.COC1=CC=C(C=C1)O.FC(C(=O)O)(F)F.O,C1=CC=CC=2C3=CC=CC=C3C(C12)COC(N(CC1=CC=C(C=C1)C=C)CCCCCCN(CC=O)C(=O)OCC1C2=CC=CC=C2C=2C=CC=CC12)=O
C(OC(C)(C)C)(OC1=CC=CC=C1)=O.NCCCCCCN.C(Cl)Cl,C(C)(C)(C)OC(=O)NCCCCCCN
C(Cl)Cl.BrC1=CC=C(CCO)C=C1.O1CCCC=C1,BrC1=CC=C(CCOC2OCCCC2)C=C1
[Mg].BrC1=CC=C(CCOC2OCCCC2)C=C1.C1CCOC1.C(C)Br.[Mg].BrC1=CC=C(CCOC2OCCCC2)C=C1.C1CCOC1.BrC1=CC=C(CCOC2OCCCC2)C=C1.C1CCOC1.[Mg],O1C(CCCC1)OCCC1=CC=C(C=O)C=C1
C(C)(C)(C)OC(=O)NCCCCCCN.O1C(CCCC1)OCCC1=CC=C(C=O)C=C1.O1C(CCCC1)OCCC1=CC=C(C=O)C=C1.[BH4-].[Na+].C(Cl)Cl,O1C(CCCC1)OCCC1=CC=C(CNCCCCCCNC(OC(C)(C)C)=O)C=C1
C=CC1=CC=CC=C1.C(C(=C)C)(=O)OC.C(C=C)(=O)OCC(CCCC)CC.C(C=C)(=O)O.S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+].S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+].C=CC1=CC=CC=C1.C(C(=C)C)(=O)OC.C(C=C)(=O)OCC(CCCC)CC.C(C=C)(=O)OCCCC.C(C=C)(=O)O.S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+],C(C)(=O)OCC(C)OC(C)=O
C(C(=C)C)(=O)OC.C(C=C)(=O)OCC(CCCC)CC.C(C=C)(=O)OCCCC.C(C=C)(=O)O.S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+].S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+].C(C(=C)C)(=O)OC.C(C=C)(=O)OCC(CCCC)CC.C(C=C)(=O)OCCCC.C(C=C)(=O)O.S(=O)(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+].S(=O)(O)[O-].[Na+],C(C)(=O)OCC(OCC(C)OC)C
[IH2+].[SH3+].[PH4+].[OH3+].[O-]S(=O)(=O)C(F)(F)F.C1(=CC=CC=C1)[I+]C1=CC=CC=C1.C1(=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)S(=O)(=O)[O-].C3(=CC=CC=C3)[I+]C3=CC=CC=C3.C(CCCCCCCCCCC)OS(=O)(=O)C1=CC=CC=C1.C1(=CC=CC=C1)[I+]C1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F.C1(=CC=CC=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)F.C(C)(C)(C)C1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1,[O-]S(=O)(=O)C(F)(F)F.COC1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1
N1=CC=C(C=C1)N.[N+](=O)([O-])[O-].[Na+].S(O)(O)(=O)=O.C1(=CC=CC=C1)N(CCO)CCO,OCCN(CCO)C1=CC=C(C=C1)N=NC1=CC=NC=C1
C1(=CC=C(C=C1)P(OCC)(OCC)=O)C.N(=NC(C#N)(C)C)C(C#N)(C)C.BrN1C(CCC1=O)=O,BrCC1=CC=C(C=C1)P(OCC)(OCC)=O
OCCN(CCO)C1=CC=C(C=C1)N=NC1=CC=NC=C1.BrCC1=CC=C(C=C1)P(OCC)(OCC)=O,[Br-].OCCN(C1=CC=C(C=C1)N=NC1=CC=[N+](C=C1)CC1=CC=C(C=C1)P(=O)(OCC)OCC)CCO
C1(=CC=CC=2SC3=CC=CC=C3SC12)C1=CC=C(C=C1)N1C2=CC=CC=C2C=2C=CC=CC12.C1=CC=CC=2C3=CC=CC=C3NC12.BrC1=CC=C(C=C1)I.C(=O)([O-])[O-].[K+].[K+],BrC1=CC=C(C=C1)N1C2=CC=CC=C2C=2C=CC=CC12
C1=CC=CC=2C3=CC=CC=C3NC12.IC1=CC=C(C=C1)Br.C([O-])([O-])=O.[K+].[K+],BrC1=CC=C(C=C1)N1C2=CC=CC=C2C=2C=CC=CC12
BrC1=CC=C(C=C1)N1C2=CC=CC=C2C=2C=CC=CC12.C1(=CC=CC=2SC3=CC=CC=C3SC12)B(O)O.C([O-])([O-])=O.[K+].[K+].CO,C1(=CC=CC=2SC3=CC=CC=C3SC12)C1=CC=C(C=C1)N1C2=CC=CC=C2C=2C=CC=CC12
BrC=1C2=CC=CC=C2C=C2C=CC=CC12.C1(=CC=CC=2SC3=CC=CC=C3SC12)B(O)O.C([O-])([O-])=O.[K+].[K+],C1=CC=CC2=CC3=CC=CC=C3C(=C12)C1=CC=CC=2SC3=CC=CC=C3SC12
BrC1=CC=C(C=C1)C1=CC=CC=C1.C1(=CC=CC=2SC3=CC=CC=C3SC12)B(O)O.C([O-])([O-])=O.[K+].[K+],C1(=CC=C(C=C1)C1=CC=CC=2SC3=CC=CC=C3SC12)C1=CC=CC=C1
S(O)(O)(=O)=O.S(=O)(=O)([O-])[O-].[O-2].[V+4],S(=O)(=O)([O-])[O-].[V+5].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].[V+5]
CS(=O)(=O)O.[OH-].[Cu+2].[OH-],CS(=O)(=O)[O-].[Cu+2].CS(=O)(=O)[O-]
C1(=CC=CC=C1)OP(OC1=CC=CC=C1)(O)=O.C(C)(=O)[O-].[Cu+2].C(C)(=O)[O-],C1(=CC=CC=C1)OP(=O)(OC1=CC=CC=C1)[O-].[Cu+]
C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2].CCO[Si](OCC)(OCC)OCC.C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],C1=CC(=S)N(C=C1)[O-].C1=CC(=S)N(C=C1)[O-].[Zn+2]
ClC=1C=C(C=C(C1)Cl)C(C(F)(F)F)=O.[BH4-].[Na+].[OH-].[Na+].[Cl-].[NH4+],ClC=1C=C(C=C(C1)Cl)C(C(F)(F)F)O
ClC=1C=C(C=O)C=C(C1)Cl.FC(F)(F)[Si](C)(C)C.[F-].C(CCC)[N+](CCCC)(CCCC)CCCC,ClC=1C=C(C=C(C1)Cl)C(C(F)(F)F)O
ClC=1C=C(C=C(C1)Cl)C(C(F)(F)F)O.BrN1C(CCC1=O)=O.P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,BrC(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl
BrC1=CC(=C(C(=O)O)C=C1)C.[Li]CCCC.CN(C)C=O,C(=O)C1=CC(=C(C(=O)O)C=C1)C
C(=O)C1=CC(=C(C(=O)O)C=C1)C.S(O)(O)(=O)=O.C(C)O,C(=O)C1=CC(=C(C(=O)OCC)C=C1)C
C(=O)C1=CC(=C(C(=O)OCC)C=C1)C.C([O-])([O-])=O.[K+].[K+],CC1=C(C(=O)OCC)C=CC(=C1)C=C
BrC1=CC(=C(C(=O)O)C=C1)Cl.C(=O)(OC(C)(C)C)OC(=O)OC(C)(C)C,BrC1=CC(=C(C(=O)OC(C)(C)C)C=C1)Cl
BrC1=CC(=C(C(=O)OC(C)(C)C)C=C1)Cl.C(=O)([O-])[O-].[K+].[K+].C1(=CC=CC=C1)C,ClC1=C(C(=O)OC(C)(C)C)C=CC(=C1)C=C
BrC1=C(C(=O)OC(C)(C)C)C=CC(=C1)C=C.[Cu]C#N,C(#N)C1=C(C(=O)OC(C)(C)C)C=CC(=C1)C=C
IC1=CC(=C(C(=O)O)C=C1)Br.S(O)(O)(=O)=O.C(C)O,BrC1=C(C(=O)OCC)C=CC(=C1)I
BrC1=CC(=C(C(=O)O)C=C1)F.C(C)[Mg]Br,BrC1=CC(=C(C(=O)O)C=C1)CC
BrC1=C(C(=O)OCC)C=CC(=C1)I.C(=C)[B-](F)(F)F.[K+].C(=O)([O-])[O-].[Cs+].[Cs+].C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,BrC1=C(C(=O)OCC)C=CC(=C1)C=C
ClC1=C(C(=O)OCC)C=CC(=C1)Br.C(=C)[B-](F)(F)F.[K+].C([O-])([O-])=O.[K+].[K+],ClC1=C(C(=O)OCC)C=CC(=C1)C=C
CC1=C(C(=O)OCC)C=CC(=C1)C=C.BrC(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl.N1=C(C=CC=C1)C1=NC=CC=C1,ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)OCC)C=C1)C)C(F)(F)F
ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)OCC)C=C1)C)C(F)(F)F.Cl,ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)O)C=C1)C)C(F)(F)F
ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)O)C=C1)C)C(F)(F)F.FC(CN)(F)F.O.ON1N=NC2=C1C=CC=C2.Cl.CN(CCCN=C=NCC)C.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)NCC(F)(F)F)C=C1)C)C(F)(F)F
N1=CN=CC(=C1)CN.C[Al](C)C.ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)OCC)C=C1)C)C(F)(F)F,ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)NCC=2C=NC=NC2)C=C1)C)C(F)(F)F
NCC(=O)N.C[Al](C)C.ClC1=C(C(=O)OCC)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl,ClC1=C(C(=O)NCC(NCC(F)(F)F)=O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl.NCC(=O)NCC(F)(F)F.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1C=CC=C2)O[P+](N2CCCC2)(N2CCCC2)N2CCCC2.CCN(C(C)C)C(C)C,BrC1=C(C(=O)NCC(NCC(F)(F)F)=O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl
ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)NC2CSC2)C=C1)F)C(F)(F)F.OOS(=O)[O-].[K+],ClC=1C=C(C=C(C1)Cl)C(/C=C/C1=CC(=C(C(=O)NC2CS(C2)(=O)=O)C=C1)F)C(F)(F)F
C1(CC1)C(=O)NNC(CNC(C1=C(C=C(C=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl)C)=O)=O,C1(CC1)C1=NN=C(O1)CNC(C1=C(C=C(C=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl)C)=O
BrC1=C(C(=O)OCC)C=CC(=C1)\C=C/C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.I[Si](C)(C)C,BrC1=C(C(=O)O)C=CC(=C1)\C=C/C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)O)C=CC(=C1)\C=C/C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.Cl.NCC(=O)NCC(F)(F)F,BrC1=C(C(=O)NCC(NCC(F)(F)F)=O)C=CC(=C1)\C=C/C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCN(CC2)C(=O)OC(C)(C)C)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl,BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.C(C)(=O)Cl,C(C)(=O)N1CCC(CC1)NC(C1=C(C=C(C=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl)Br)=O
FC(CC(=O)O)(F)F.BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=C5)N=N4.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,BrC1=C(C(=O)NC2CCN(CC2)C(CC(F)(F)F)=O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.FC(S(=O)(=O)OCC(F)(F)F)(F)F,BrC1=C(C(=O)NC2CCN(CC2)CC(F)(F)F)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.C=O.C(C)(=O)O.[BH3-]C#N.[Na+],BrC1=C(C(=O)NC2CCN(CC2)C)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.BrCC#N,BrC1=C(C(=O)NC2CCN(CC2)CC#N)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.O1CC(C1)=O.C(C)(=O)O.[BH3-]C#N.[Na+],BrC1=C(C(=O)NC2CCN(CC2)C2COC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NC2CCNCC2)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.ClCCO,BrC1=C(C(=O)NC2CCN(CC2)CCO)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
BrC1=C(C(=O)NCC(=O)OC(C)(C)C)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl.C(=O)(C(F)(F)F)O,BrC1=C(C(=O)NCC(=O)O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
ClC1=CC=C(C=N1)CNC(C1=C(C=C(C=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl)C)=O.COC=1C=CC(=CC1)P2(=S)SP(=S)(S2)C=3C=CC(=CC3)OC,ClC1=CC=C(C=N1)CNC(C1=C(C=C(C=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl)C)=S
BrC1=CC(=C(C(=O)O)C=C1)OC(F)(F)F.C(=C)[B-](F)(F)F.[K+].C([O-])([O-])=O.[K+].[K+],FC(OC1=C(C(=O)O)C=CC(=C1)C=C)(F)F
FC(OC1=C(C(=O)O)C=CC(=C1)C=C)(F)F.BrC(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl.N1=C(C=CC=C1)C1=NC=CC=C1,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C1=CC(=C(C(=O)O)C=C1)OC(F)(F)F)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C1=CC(=C(C(=O)O)C=C1)OC(F)(F)F)C(F)(F)F.NCC(=O)NCC(F)(F)F.C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=C5)N=N4.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C1=CC(=C(C(=O)NCC(NCC(F)(F)F)=O)C=C1)OC(F)(F)F)C(F)(F)F
BrC=1C=C2CCC(C2=CC1)=O.C(=O)([O-])[O-].[K+].[K+].C1(=CC=CC=C1)C,C(=C)C=1C=C2CCC(C2=CC1)=O
BrC(C(F)(F)F)C=1C=C(C(=C(C1)Cl)Cl)Cl.C(=C)C=1C=C2CCC(C2=CC1)=O.N1=C(C=CC=C1)C1=NC=CC=C1,FC(C(/C=C/C=1C=C2CCC(C2=CC1)=O)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCC(C2=CC1)=O)C(F)(F)F.[B-](F)(F)(F)F.[B-](F)(F)(F)F.C1C[N+]2(CC[N+]1(CC2)CCl)F,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CC(C(C2=CC1)=O)F)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCC(C2=CC1)=O)C(F)(F)F.FC(CCN)(F)F.C(#N)[BH3-].[Na+],ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCC(C2=CC1)NCCC(F)(F)F)C(F)(F)F
FC(C(/C=C/C=1C=C2CCCC(C2=CC1)=O)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F.Cl.NO.C(C)(=O)[O-].[Na+],FC(C(/C=C/C=1C=C2CCCC(C2=CC1)=NO)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F
FC(C(/C=C/C=1C=C2CCC(C2=CC1)=O)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F.C(C)(=O)[O-].[NH4+].C(#N)[BH3-].[Na+],FC(C(/C=C/C=1C=C2CCC(C2=CC1)N)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F
FC(C(/C=C/C=1C=C2CCC(C2=CC1)N)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F.CN=C=S,CNC(=S)NC1CCC2=CC(=CC=C12)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl
FC(C(/C=C/C=1C=C2CCC(C2=CC1)N)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F.FC(CC(=O)O)(F)F.CCN=C=NCCCN(C)C.Cl.C=1C=CC2=C(C1)N=NN2O.O.CCN(C(C)C)C(C)C,FC(CC(=O)NC1CCC2=CC(=CC=C12)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)Cl)Cl)(F)F
BrC=1C=C2C=CNC2=CC1.[BH3-]C#N.[Na+],BrC=1C=C2CCNC2=CC1
BrC=1C=C2CCNC2=CC1.C(=O)(OC(C)(C)C)OC(=O)OC(C)(C)C,C(C)(C)(C)OC(=O)N1CCC2=CC(=CC=C12)Br
C(C)(C)(C)OC(=O)N1CCC2=CC(=CC=C12)C=C.BrC(C(F)(F)F)C=1C=C(C(=C(C1)Cl)F)Cl.N1=C(C=CC=C1)C1=NC=CC=C1,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCN(C2=CC1)C(=O)OC(C)(C)C)C(F)(F)F
C(C)(C)(C)OC(=O)N1CCC2=CC(=CC=C12)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl.C(=O)(C(F)(F)F)O,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCNC2=CC1)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCNC2=CC1)C(F)(F)F.N(=O)[O-].[Na+],ClC=1C=C(C=C(C1F)Cl)C(C=CC=1C=C2CCN(C2=CC1)N=O)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCN(C2=CC1)N=O)C(F)(F)F.[NH4+].[Cl-],ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCN(C2=CC1)N)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCN(C2=CC1)N)C(F)(F)F.FC(CC(=O)O)(F)F.C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=C5)N=N4.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2CCN(C2=CC1)NC(CC(F)(F)F)=O)C(F)(F)F
BrC=1C=C2C=CNC2=CC1.C(=C)[B-](F)(F)F.[K+].C(=O)([O-])[O-].[Cs+].[Cs+].C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,C(=C)C=1C=C2C=CNC2=CC1
C(=C)C=1C=C2C=CNC2=CC1.C(=O)(OC(C)(C)C)OC(=O)OC(C)(C)C,C(C)(C)(C)OC(=O)N1C=CC2=CC(=CC=C12)C=C
C(=C)C=1C=C2C=CN(C2=CC1)C(=O)OC(C)(C)C.BrC(C(F)(F)F)C=1C=C(C(=C(C1)Cl)F)Cl.N1=C(C=CC=C1)C1=NC=CC=C1,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CN(C2=CC1)C(=O)OC(C)(C)C)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CN(C2=CC1)C(=O)OC(C)(C)C)C(F)(F)F.C(=O)(C(F)(F)F)O,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CNC2=CC1)C(F)(F)F
[N+](=O)([O-])C1=CC=C(C=C1)O.C(=O)(OC(C)(C)C)NCC(=O)O.CCN=C=NCCCN(C)C.Cl,C(C)(C)(C)OC(=O)NCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CNC2=CC1)C(F)(F)F.C(C)(C)(C)OC(=O)NCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-].[F-].[K+].C1COCCOCCOCCOCCOCCO1.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CN(C2=CC1)C(CNC(OC(C)(C)C)=O)=O)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CN(C2=CC1)C(CNC(OC(C)(C)C)=O)=O)C(F)(F)F.C(=O)(C(F)(F)F)O,NCC(=O)N1C=CC2=CC(=CC=C12)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl
NCC(=O)N1C=CC2=CC(=CC=C12)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl.FC(CC(=O)O)(F)F.C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=C5)N=N4.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=CN(C2=CC1)C(CNC(CC(F)(F)F)=O)=O)C(F)(F)F
[OH-].[Na+].BrC=1C=C2C(NC(C2=CC1)=O)=O,BrC=1C=C2C(NC(C2=CC1)=O)O
BrC=1C=C2C(NC(C2=CC1)=O)O.O.NN,BrC=1C=C2C=NNC(C2=CC1)=O
C(=C)C=1C=C2C=NNC(C2=CC1)=O.C(=O)([O-])[O-].[Cs+].[Cs+].BrCC(=O)OCC,O=C1N(N=CC2=CC(=CC=C12)C=C)CC(=O)OCC
C(C)OC(CN1C(C2=CC=C(C=C2C=N1)\C=C\C(C(F)(F)F)C1=CC(=C(C(=C1)Cl)F)Cl)=O)=O,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=NN(C(C2=CC1)=O)CC(=O)O)C(F)(F)F
ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=NN(C(C2=CC1)=O)CC(=O)O)C(F)(F)F.FC(CN)(F)F.C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=C5)N=N4.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,ClC=1C=C(C=C(C1F)Cl)C(/C=C/C=1C=C2C=NN(C(C2=CC1)=O)CC(=O)NCC(F)(F)F)C(F)(F)F
ClCC1=CC=C(C=C1)C=C.C1(C=2C(C(N1)=O)=CC=CC2)=O.[K],C(=C)C1=CC=C(CN2C(C3=CC=CC=C3C2=O)=O)C=C1
ClC=1C=C(C#N)C=CC1C.C1CC(=O)N(C1=O)Br,BrCC1=C(C=C(C#N)C=C1)Cl
BrCC1=C(C=C(C#N)C=C1)Cl.[H-].C(C(C)C)[Al+]CC(C)C.Cl.Cl.O,BrCC1=C(C=C(C=O)C=C1)Cl
BrCC1=C(C=C(C=O)C=C1)Cl.C1(C=2C(C(N1)=O)=CC=CC2)=O.[K],ClC=1C=C(C=O)C=CC1CN1C(C2=CC=CC=C2C1=O)=O
ClC=1C=C(C=O)C=CC1CN1C(C2=CC=CC=C2C1=O)=O.C(=O)([O-])[O-].[K+].[K+],ClC1=C(CN2C(C3=CC=CC=C3C2=O)=O)C=CC(=C1)C=C
ClC1=C(CN2C(C3=CC=CC=C3C2=O)=O)C=CC(=C1)C=C.BrC(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl.N1=C(C=CC=C1)C1=NC=CC=C1,ClC1=C(CN2C(C3=CC=CC=C3C2=O)=O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl
ClC1=C(CN2C(C3=CC=CC=C3C2=O)=O)C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl.O.NN,ClC1=C(C=CC(=C1)\C=C\C(C(F)(F)F)C1=CC(=CC(=C1)Cl)Cl)CN
BrCC1=C(C=C(C=O)C=C1)Cl.C(=O)([O-])[O-].[K+].[K+].NC1=NC=CC=C1,ClC=1C=C(C=O)C=CC1CNC1=NC=CC=C1
ClC=1C=C(C=O)C=CC1CNC1=NC=CC=C1.C(=O)([O-])[O-].[K+].[K+],ClC1=C(CNC2=NC=CC=C2)C=CC(=C1)C=C
C1(=CC=CC=C1)C(C1=CC=CC=C1)=NCC(=O)OCC.[H-].[Na+].BrC=1C=C(C(=NC1)Cl)Cl,NC(C(=O)OCC)C1=NC=C(C=C1Cl)Br
NC(C(=O)OCC)C1=NC=C(C=C1Cl)Br,Cl.BrC=1C=C(C(=NC1)CN)Cl
Cl.BrC=1C=C(C(=NC1)CN)Cl.C1(C=2C(C(=O)O1)=CC=CC2)=O,BrC=1C=C(C(=NC1)CN1C(C2=CC=CC=C2C1=O)=O)Cl
BrC=1C=C(C(=NC1)CN1C(C2=CC=CC=C2C1=O)=O)Cl.C(=O)([O-])[O-].[K+].[K+].C1(=CC=CC=C1)C,ClC=1C(=NC=C(C1)C=C)CN1C(C2=CC=CC=C2C1=O)=O
